id,source_table,source_id,asset_type,category,content_hebrew,title_hebrew,description_hebrew,keywords,acupoints,metadata,search_vector,embedding,created_at,updated_at
501,bible_rag_clinical_cases_20260129,966,clinical_case,oncology,"עייפות מכימותרפיה? עייפות (קי חסר) - ST36, SP6, REN4. ST36: קי | SP6: טחול | REN4: דאנטיאן שיה ניאנג סאן (十全大补汤) - תמיכה כימותרפיה",עייפות מכימותרפיה?,ST36: קי | SP6: טחול | REN4: דאנטיאן,"[""עייפות מכימותרפיה"",""מכימותרפיה"",""עייפות קי"",""עייפות"",""קי חסר"",""חסר""]","[""SP6"",""REN4"",""ST36""]",,"'ren4':8,13,27 'sp6':7,11,25 'st36':6,9,23 'דאנטיאן':14,28 'חסר':5 'טחול':12,26 'כימותרפיה':20 'מכימותרפיה':2,22 'ניאנג':16 'סאן':17 'עייפות':1,3,21 'קי':4,10,24 'שיה':15 'תמיכה':19 '十全大补汤':18",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
502,bible_rag_clinical_cases_20260129,967,clinical_case,oncology,"נשירת שיער מכימותרפיה? נשירה (דם וג'ינג חסרים) - SP10, BL17, DU20. SP10: דם | BL17: דם | DU20: ראש הו ז'או רן טאנג (何首乌汤) - תמיכה שיער",נשירת שיער מכימותרפיה?,SP10: דם | BL17: דם | DU20: ראש,"[""נשירה"",""חסרים"",""שיער מכימותרפיה"",""מכימותרפיה"",""נשירת"",""ינג חסרים"",""נשירה דם"",""ינג"",""שיער"",""נשירת שיער""]","[""SP10"",""BL17"",""DU20""]",,"'bl17':10,14,31 'du20':11,16,33 'sp10':9,12,29 'או':20 'דם':5,13,15,30,32 'הו':18 'וג':6 'ז':19 'חסרים':8 'טאנג':22 'ינג':7 'מכימותרפיה':3,28 'נשירה':4 'נשירת':1,26 'ראש':17,34 'רן':21 'שיער':2,25,27 'תמיכה':24 '何首乌汤':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
503,bible_rag_clinical_cases_20260129,968,clinical_case,oncology,"כאבים מסרטן - נקודות? כאבים כרוניים (דם סטגנטי) - PC4, SP6, LI4, מקומי. PC4: כאב חזה | SP6: כאב כללי | LI4: שער תאו הון שיה וו (桃红四物汤) - כאבים סרטן",כאבים מסרטן - נקודות?,PC4: כאב חזה | SP6: כאב כללי | LI4: שער,"[""מקומי"",""כאבים"",""דם סטגנטי"",""כרוניים דם"",""כאב"",""כאבים מסרטן"",""מסרטן"",""נקודות"",""מסרטן נקודות""]","[""SP6"",""LI4"",""PC4""]",,"'li4':10,18,36 'pc4':8,12,30 'sp6':9,15,33 'דם':6 'הון':21 'וו':23 'חזה':14,32 'כאב':13,16,31,34 'כאבים':1,4,25,27 'כללי':17,35 'כרוניים':5 'מסרטן':2,28 'מקומי':11 'נקודות':3,29 'סטגנטי':7 'סרטן':26 'שיה':22 'שער':19,37 'תאו':20 '桃红四物汤':24",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
504,bible_rag_clinical_cases_20260129,969,clinical_case,oncology,"כאבי עצם מסרטן? כאבי עצם (כליות חסרות) - BL23, KI3, GB30. BL23: כליות | KI3: עצמות | GB30: מפרקים דו ז'ונג טן שוא (独活寄生汤) - כאבי עצם",כאבי עצם מסרטן?,BL23: כליות | KI3: עצמות | GB30: מפרקים,"[""כאבי עצם"",""כאבי"",""חסרות"",""עצם מסרטן"",""כליות"",""כליות חסרות"",""כאב"",""עצם"",""מסרטן""]","[""BL23"",""GB30"",""KI3""]",,"'bl23':8,11,28 'gb30':10,15,32 'ki3':9,13,30 'דו':17 'ונג':19 'ז':18 'חסרות':7 'טן':20 'כאבי':1,4,23,25 'כליות':6,12,29 'מסרטן':3,27 'מפרקים':16,33 'עצם':2,5,24,26 'עצמות':14,31 'שוא':21 '独活寄生汤':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
505,bible_rag_clinical_cases_20260129,1538,clinical_case,social_media_overuse,"הפרעות שינה מסקrol - נקודות טיפול? שינה מופרעת - HT7, ANMIAN, KI3. HT7: שינה | ANMIAN: שינה | KI3: יין סואן זאו רן",הפרעות שינה מסקrol - נקודות טיפול?,HT7: שינה | ANMIAN: שינה | KI3: יין,"[""טיפול"",""מופרעת"",""מסק"",""שינה מופרעת"",""מסק נקודות"",""שינה מסק"",""נקודות טיפול"",""הפרעות"",""שינה"",""נקודות"",""הפרעות שינה""]","[""HT7"",""ANMIAN"",""KI3""]",,"'anmian':9,13,27 'ht7':8,11,25 'ki3':10,15,29 'הפרעות':1,20 'זאו':18 'טיפול':5,24 'יין':16,30 'מופרעת':7 'מסקrol':3,22 'נקודות':4,23 'סואן':17 'רן':19 'שינה':2,6,12,14,21,26,28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
506,bible_rag_clinical_cases_20260129,1025,clinical_case,pediatrics,"תינוק בוכה אחרי אכילה - קוליק? קוליק תינוק (קי קיבה תקוע/לחות) מטופל בפיזור קי, חימום קיבה: ST36, CV12, PC6. ST36: מחזק קיבה תינוק | CV12: מרכז קיבה | PC6: מפסיק הקאות שןג'ין פינג ווי סאן (参苓平胃散) - קוליק תינוקות",תינוק בוכה אחרי אכילה - קוליק?,ST36: מחזק קיבה תינוק | CV12: מרכז קיבה | PC6: מפסיק הקאות,"[""בוכה"",""תינוק קי"",""קוליק תינוק"",""תקוע"",""בוכה אחרי"",""לחות"",""תינוק"",""אכילה"",""תינוק בוכה"",""אחרי אכילה"",""קוליק"",""אכילה קוליק"",""תקוע לחות"",""אחרי""]","[""CV12"",""ST36"",""PC6""]",,"'cv12':18,24,47 'pc6':19,27,50 'st36':17,20,43 'אחרי':3,40 'אכילה':4,41 'בוכה':2,39 'בפיזור':13 'הקאות':29,52 'ווי':33 'חימום':15 'ין':31 'לחות':11 'מחזק':21,44 'מטופל':12 'מפסיק':28,51 'מרכז':25,48 'סאן':34 'פינג':32 'קוליק':5,6,36,42 'קי':8,14 'קיבה':9,16,22,26,45,49 'שןג':30 'תינוק':1,7,23,38,46 'תינוקות':37 'תקוע':10 '参苓平胃散':35",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
507,bible_rag_clinical_cases_20260129,1644,clinical_case,tcm_supplements,"ויטמין B12 - למי מתאים? B12 מזין דם, חשוב טבעונים. SP10, BL17. SP10: דם | BL17: דם דנג גוויי",ויטמין B12 - למי מתאים?,SP10: דם | BL17: דם,"[""מזין דם"",""למי"",""דם חשוב"",""ויטמין למי"",""חשוב"",""מזין"",""ויטמין"",""טבעונים"",""למי מתאים"",""מתאים""]","[""SP10"",""BL17""]",,"'b12':2,5,19 'bl17':11,14,24 'sp10':10,12,22 'גוויי':17 'דם':7,13,15,23,25 'דנג':16 'ויטמין':1,18 'חשוב':8 'טבעונים':9 'למי':3,20 'מזין':6 'מתאים':4,21",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
508,bible_rag_clinical_cases_20260129,1026,clinical_case,pediatrics,"עצירות תינוק - מה עושים? עצירות תינוק (חום יבש/קי חלש) מטופלת בהזנת נוזלים, פיזור חום: ST25, SP6, Tianshu. ST25: מעיים | SP6: מזין נוזלים | Tianshu: מעיים מא זי רן טאנג (麻子仁汤) - לחות מעיים תינוק",עצירות תינוק - מה עושים?,ST25: מעיים | SP6: מזין נוזלים | Tianshu: מעיים,"[""בהזנת"",""מה עושים"",""תינוק מה"",""עצירות"",""תינוק חום"",""עצירות תינוק"",""עושים"",""חום"",""פיזור חום"",""פיזור"",""תינוק""]","[""SP6"",""ST25""]",,"'sp6':17,21,40 'st25':16,19,38 'tianshu':18,24,43 'בהזנת':12 'זי':27 'חום':7,15 'חלש':10 'טאנג':29 'יבש':8 'לחות':31 'מא':26 'מה':3,36 'מזין':22,41 'מטופלת':11 'מעיים':20,25,32,39,44 'נוזלים':13,23,42 'עושים':4,37 'עצירות':1,5,34 'פיזור':14 'קי':9 'רן':28 'תינוק':2,6,33,35 '麻子仁汤':30",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
509,bible_rag_clinical_cases_20260129,1027,clinical_case,pediatrics,"הקאות תכופות אצל תינוק? הקאות (קיבה קי חלש/חום) מטופלות בהרגעת קיבה: PC6, ST36, CV12. PC6: מפסיק הקאות | ST36: מחזק קיבה | CV12: מרכז קיבה באן שיה טאנג (半夏汤) - מפסיק הקאות תינוק",הקאות תכופות אצל תינוק?,PC6: מפסיק הקאות | ST36: מחזק קיבה | CV12: מרכז קיבה,"[""חלש"",""תכופות אצל"",""אצל"",""מטופלות בהרגעת"",""אצל תינוק"",""קיבה קי"",""קי חלש"",""תכופות"",""הקאות"",""הקאות תכופות"",""מטופלות"",""תינוק""]","[""CV12"",""PC6"",""ST36""]",,"'cv12':15,22,42 'pc6':13,16,36 'st36':14,19,39 'אצל':3,34 'באן':25 'בהרגעת':11 'הקאות':1,5,18,30,32,38 'חום':9 'חלש':8 'טאנג':27 'מחזק':20,40 'מטופלות':10 'מפסיק':17,29,37 'מרכז':23,43 'קי':7 'קיבה':6,12,21,24,41,44 'שיה':26 'תינוק':4,31,35 'תכופות':2,33 '半夏汤':28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
510,bible_rag_clinical_cases_20260129,1028,clinical_case,pediatrics,"נשיאת שיניים - כאבים? נשיאת שיניים (חום עליון/רוח) מטופלת בפיזור חום, הרגעה: ST6, LI4, ST7. ST6: לסתות | LI4: שער פנים | ST7: לסתות צינג פנג סאן (清风散) - חום נשיאת שיניים",נשיאת שיניים - כאבים?,ST6: לסתות | LI4: שער פנים | ST7: לסתות,"[""רוח מטופלת"",""בפיזור חום"",""חום עליון"",""חום הרגעה"",""בפיזור"",""כאבים"",""שיניים כאבים"",""כאב"",""שיניים"",""נשיאת"",""נשיאת שיניים""]","[""ST6"",""ST7"",""LI4""]",,"'li4':14,18,35 'st6':13,16,33 'st7':15,21,38 'בפיזור':10 'הרגעה':12 'חום':6,11,27 'כאבים':3,32 'לסתות':17,22,34,39 'מטופלת':9 'נשיאת':1,4,28,30 'סאן':25 'עליון':7 'פנג':24 'פנים':20,37 'צינג':23 'רוח':8 'שיניים':2,5,29,31 'שער':19,36 '清风散':26",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
511,bible_rag_clinical_cases_20260129,1029,clinical_case,pediatrics,"גדילה איטית - חיזוק? גדילה איטית (כליות חלשות) מטופלת בחיזוק כליות: BL23, KI3, DU4. BL23: כליות ילד | KI3: גדילה | DU4: חיוניות שו סין ג'י זי טאנג (熟地鸡子汤) - גדילה ילדים",גדילה איטית - חיזוק?,BL23: כליות ילד | KI3: גדילה | DU4: חיוניות,"[""איטית"",""בחיזוק"",""חיזוק"",""גדילה"",""מטופלת בחיזוק"",""כליות חלשות"",""גדילה איטית"",""איטית חיזוק""]","[""DU4"",""BL23"",""KI3""]",,"'bl23':11,14,33 'du4':13,19,38 'ki3':12,17,36 'איטית':2,5,31 'בחיזוק':9 'ג':23 'גדילה':1,4,18,28,30,37 'זי':25 'חיוניות':20,39 'חיזוק':3,32 'חלשות':7 'טאנג':26 'י':24 'ילד':16,35 'ילדים':29 'כליות':6,10,15,34 'מטופלת':8 'סין':22 'שו':21 '熟地鸡子汤':27",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
512,bible_rag_clinical_cases_20260129,1030,clinical_case,pediatrics,"שיעול ילד חורף - טיפול? שיעול יבש חורף (ריאות יבשות) מטופל בהזנת ריאות: LU9, KI6, BL13. LU9: מזין ריאות | KI6: יין | BL13: מחזק ריאות מאי מנג טאנג (麦门冬汤) - שיעול יבש ילדים",שיעול ילד חורף - טיפול?,LU9: מזין ריאות | KI6: יין | BL13: מחזק ריאות,"[""בהזנת"",""טיפול"",""שיעול"",""יבש חורף"",""יבשות"",""חורף טיפול"",""ריאות יבשות"",""שיעול יבש"",""ילד חורף"",""חורף"",""ילד"",""שיעול ילד""]","[""LU9"",""KI6"",""BL13""]",,"'bl13':15,21,40 'ki6':14,19,38 'lu9':13,16,35 'בהזנת':11 'חורף':3,7,33 'טאנג':26 'טיפול':4,34 'יבש':6,29 'יבשות':9 'יין':20,39 'ילד':2,32 'ילדים':30 'מאי':24 'מזין':17,36 'מחזק':22,41 'מטופל':10 'מנג':25 'ריאות':8,12,18,23,37,42 'שיעול':1,5,28,31 '麦门冬汤':27",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
513,bible_rag_clinical_cases_20260129,1539,clinical_case,social_media_overuse,"הפרעות שינה מסקrol - צמחי מרפא? שינה מופרעת - HT7, ANMIAN, KI3. HT7: שינה | ANMIAN: שינה | KI3: יין סואן זאו רן",הפרעות שינה מסקrol - צמחי מרפא?,HT7: שינה | ANMIAN: שינה | KI3: יין,"[""מרפא"",""מופרעת"",""מסק"",""צמחי"",""שינה מופרעת"",""שינה מסק"",""מסק צמחי"",""הפרעות"",""שינה"",""צמחי מרפא"",""הפרעות שינה""]","[""HT7"",""ANMIAN"",""KI3""]",,"'anmian':9,13,27 'ht7':8,11,25 'ki3':10,15,29 'הפרעות':1,20 'זאו':18 'יין':16,30 'מופרעת':7 'מסקrol':3,22 'מרפא':5,24 'סואן':17 'צמחי':4,23 'רן':19 'שינה':2,6,12,14,21,26,28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
514,bible_rag_clinical_cases_20260129,1427,clinical_case,university,"סיליבוס: מה תכונות רן שן? רן שן (人参) מחזק קי ראשי, טחול, ריאות, מרגיע שן. ST36: קי | LU9: ריאות Panax ginseng - קי ראשי",סיליבוס: מה תכונות רן שן?,ST36: קי | LU9: ריאות,"[""רן שן"",""ראש"",""שן מחזק"",""מרגיע שן"",""מחזק קי"",""מה תכונות"",""סיליבוס מה"",""תכונות"",""סיליבוס"",""תכונות רן""]","[""LU9"",""ST36""]",,"'ginseng':21 'lu9':18,31 'panax':20 'st36':16,29 'טחול':12 'מה':2,25 'מחזק':9 'מרגיע':14 'סיליבוס':1,24 'קי':10,17,22,30 'ראשי':11,23 'ריאות':13,19,32 'רן':4,6,27 'שן':5,7,15,28 'תכונות':3,26 '人参':8",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
515,bible_rag_clinical_cases_20260129,1088,clinical_case,pregnancy,"בחילות בוקר - נקודות בטוחות? בחילות הריון (קיבה קי תקוע) מטופלות ב-PC6, ST36, CV12. בטוחות משבוע 12. PC6: מפסיק בחילות הריון | ST36: מחזק קיבה | CV12: מרגיע קיבה אנג'ליקה תינוקת (Angelica sinensis) - בטוחה בהריון",בחילות בוקר - נקודות בטוחות?,PC6: מפסיק בחילות הריון | ST36: מחזק קיבה | CV12: מרגיע קיבה,"[""תקוע מטופלות"",""ב בטוחות"",""בטוחות משבוע"",""תקוע"",""בחילות בוקר"",""בטוחות"",""בוקר נקודות"",""בוקר"",""נקודות"",""נקודות בטוחות"",""בחילות"",""מטופלות""]","[""CV12"",""PC6"",""ST36""]",,"'12':18 'angelica':32 'cv12':15,26,47 'pc6':13,19,40 'sinensis':33 'st36':14,23,44 'אנג':29 'ב':12 'ב-pc6':11 'בהריון':35 'בוקר':2,37 'בחילות':1,5,21,36,42 'בטוחה':34 'בטוחות':4,16,39 'הריון':6,22,43 'ליקה':30 'מחזק':24,45 'מטופלות':10 'מפסיק':20,41 'מרגיע':27,48 'משבוע':17 'נקודות':3,38 'קי':8 'קיבה':7,25,28,46,49 'תינוקת':31 'תקוע':9",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
516,bible_rag_clinical_cases_20260129,1089,clinical_case,pregnancy,"הקאות חמורות - תוספת? הקאות חמורות - PC6, SP6, ST36 + תזונה קלה. PC6: בחילות | SP6: מזין טחול | ST36: קיבה באן שיה טאנג (半夏汤) - הקאות הריון",הקאות חמורות - תוספת?,PC6: בחילות | SP6: מזין טחול | ST36: קיבה,"[""הקאות חמורות"",""תזונה"",""תוספת"",""חמורות"",""הקאות"",""תזונה קלה"",""חמורות תוספת""]","[""SP6"",""PC6"",""ST36""]",,"'pc6':6,11,27 'sp6':7,13,29 'st36':8,16,32 'באן':18 'בחילות':12,28 'הקאות':1,4,22,24 'הריון':23 'חמורות':2,5,25 'טאנג':20 'טחול':15,31 'מזין':14,30 'קיבה':17,33 'קלה':10 'שיה':19 'תוספת':3,26 'תזונה':9 '半夏汤':21",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
517,bible_rag_clinical_cases_20260129,1090,clinical_case,pregnancy,"כאבי גב בהריון - נקודות? כאבי גב (רחם כבד/כליות חלשות) - BL23, BL40, GB30, Du4. BL23: מחזק כליות | BL40: גב תחתון | GB30: ישבן דו ז'ונג טן שוא טאנג (独活寄生汤) - כאבי גב הריון",כאבי גב בהריון - נקודות?,BL23: מחזק כליות | BL40: גב תחתון | GB30: ישבן,"[""כאבי"",""גב"",""כליות"",""כליות חלשות"",""גב רחם"",""כאב"",""בהריון נקודות"",""גב בהריון"",""כאבי גב"",""נקודות"",""בהריון""]","[""BL40"",""BL23"",""GB30""]",,"'bl23':11,15,37 'bl40':12,18,40 'du4':14 'gb30':13,21,43 'בהריון':3,35 'גב':2,6,19,31,34,41 'דו':23 'הריון':32 'ונג':25 'ז':24 'חלשות':10 'טאנג':28 'טן':26 'ישבן':22,44 'כאבי':1,5,30,33 'כבד':8 'כליות':9,17,39 'מחזק':16,38 'נקודות':4,36 'רחם':7 'שוא':27 'תחתון':20,42 '独活寄生汤':29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
518,bible_rag_clinical_cases_20260129,1091,clinical_case,pregnancy,"בצקות רגליים בהריון? בצקות (טחול חלש/לחות) - SP6, SP9, ST36, REN9. SP6: מנקז לחות | SP9: טחול | ST36: מחזק טחול פינג ווי סאן (平胃散) - בצקות הריון",בצקות רגליים בהריון?,SP6: מנקז לחות | SP9: טחול | ST36: מחזק טחול,"[""חלש"",""רגליים בהריון"",""רגל"",""לחות"",""בצקות רגליים"",""טחול"",""רגליים"",""בצקות טחול"",""חלש לחות"",""בהריון"",""בצקות""]","[""SP6"",""ST36"",""REN9"",""SP9""]",,"'ren9':11 'sp6':8,12,29 'sp9':9,15,32 'st36':10,17,34 'בהריון':3,28 'בצקות':1,4,24,26 'הריון':25 'ווי':21 'חלש':6 'טחול':5,16,19,33,36 'לחות':7,14,31 'מחזק':18,35 'מנקז':13,30 'סאן':22 'פינג':20 'רגליים':2,27 '平胃散':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
519,bible_rag_clinical_cases_20260129,1092,clinical_case,pregnancy,"עצירות בהריון - בטוח? עצירות (חום יבש) - ST25, SP6, Tianshu + שמן זית. ST25: מעיים | SP6: נוזלים | Tianshu: עצירות מא זי רן טאנג (麻子仁汤) - בטוח בהריון",עצירות בהריון - בטוח?,ST25: מעיים | SP6: נוזלים | Tianshu: עצירות,"[""בהריון בטוח"",""עצירות"",""בטוח"",""עצירות חום"",""חום"",""עצירות בהריון"",""יבש"",""שמן זית"",""בהריון""]","[""SP6"",""ST25""]",,"'sp6':8,14,30 'st25':7,12,28 'tianshu':9,16,32 'בהריון':2,24,26 'בטוח':3,23,27 'זי':19 'זית':11 'חום':5 'טאנג':21 'יבש':6 'מא':18 'מעיים':13,29 'נוזלים':15,31 'עצירות':1,4,17,25,33 'רן':20 'שמן':10 '麻子仁汤':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
