id,category,question_hebrew,answer_hebrew,acupoint_codes,description_hebrew,pharmacopeia_hebrew,source_file,created_at,updated_at,search_vector,search_keywords,search_updated_at
1219,sports,שריר תפוס אחרי אימון - מה עושים?,"שריר תפוס (קי ודם תקועים) מטופל בפעילות קי ודם, הרפיה: Ashi points, ST36, SP6.","[""SP6"",""ST36""]",Ashi: שחרור מקומי | ST36: מחזק קי שרירים | SP6: מפעיל דם,תאו הון שיה וו טאנג (桃红四物汤) - מפעיל דם שרירים,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'ashi':17 'points':18 'sp6':20 'sports':21 'st36':19 'אחרי':3 'אימון':4 'בפעילות':13 'הרפיה':16 'ודם':10,15 'מה':5 'מטופל':12 'עושים':6 'קי':9,14 'שריר':1,7 'תפוס':2,8 'תקועים':11","[""הרפיה"",""מה עושים"",""בפעילות קי"",""תקועים"",""תקועים מטופל"",""תפוס אחרי"",""שריר"",""ודם"",""אימון מה"",""אחרי אימון"",""עושים"",""תפוס"",""שריר תפוס"",""אימון"",""אחרי""]",2026-01-30 10:31:31.587105+00
1220,sports,DOMS (כאבי שרירים מאוחרים) - טיפול?,"DOMS (דם סטגנציה) מטופל בפעילות דם, חיזוק גידים: BL40, GB34, ST36.","[""BL40"",""GB34"",""ST36""]",BL40: מפזר דם בגב | GB34: גידים | ST36: שרירים,שןג'ין טאנג (身痛汤) - כאבי שרירים,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'bl40':14 'doms':1,6 'gb34':15 'sports':17 'st36':16 'בפעילות':10 'גידים':13 'דם':7,11 'חיזוק':12 'טיפול':5 'כאבי':2 'מאוחרים':4 'מטופל':9 'סטגנציה':8 'שרירים':3","[""טיפול"",""שרירים"",""דם חיזוק"",""סטגנציה"",""כאבי"",""גידים"",""יד"",""חיזוק"",""שרירים מאוחרים"",""כאב"",""מאוחרים"",""מאוחרים טיפול"",""כאבי שרירים""]",2026-01-30 10:31:31.587105+00
1221,sports,מתיחת רצועה - שלב ראשון?,"מתיחת רצועה (דם סטגנטי + נפיחות) שלב ראשון: SP10, LI11, מקומי.","[""SP10"",""LI11""]",SP10: מפזר דם | LI11: מפחית נפיחות | Ashi: מקומי,דיע ג'וי שין טאנג (跌打酒) - פציעות ספורט,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'li11':13 'sp10':12 'sports':15 'דם':7 'מקומי':14 'מתיחת':1,5 'נפיחות':9 'סטגנטי':8 'ראשון':4,11 'רצועה':2,6 'שלב':3,10","[""מקומי"",""ראש"",""רצועה"",""לב"",""מתיחת"",""נפיחות"",""שלב"",""ראשון"",""מתיחת רצועה"",""שלב ראשון"",""רצועה שלב""]",2026-01-30 10:31:31.587105+00
1222,sports,כאבי ברך מספורט - מניעה?,"כאבי ברך (כליות/גידים חלשים) מניעה בחיזוק כליות, גידים: BL23, GB34, ST35.","[""GB34"",""BL23"",""ST35""]",BL23: מחזק כליות | GB34: גידים | ST35: ברך,דו ז'ונג טן שוא טאנג (独活寄生汤) - מחזק מפרקים,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'bl23':14 'gb34':15 'sports':17 'st35':16 'בחיזוק':11 'ברך':2,6 'גידים':8,13 'חלשים':9 'כאבי':1,5 'כליות':7,12 'מניעה':4,10 'מספורט':3","[""ברך"",""כאבי"",""גידים חלשים"",""מספורט מניעה"",""בחיזוק"",""גידים"",""כאב"",""כאבי ברך"",""מספורט"",""מניעה"",""ברך מספורט""]",2026-01-30 10:31:31.587105+00
1223,sports,דלקת גידים בכתף?,"דלקת גידים (רוח לחות) מטופלת בפיזור לחות, חימום: LI15, TE14, ST38.","[""LI15"",""ST38"",""TE14""]",LI15: כתף | TE14: כתף | ST38: מחמם ערוץ,הו ווי זואן ז'ונג טאנג (黄芪桂枝五物汤) - לחות גידים,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'li15':12 'sports':15 'st38':14 'te14':13 'בכתף':3 'בפיזור':9 'גידים':2,5 'דלקת':1,4 'חימום':11 'לחות':7,10 'מטופלת':8 'רוח':6","[""רוח לחות"",""לחות"",""גידים רוח"",""גידים"",""יד"",""גידים בכתף"",""דלקת גידים"",""דלקת"",""בכתף"",""כתף""]",2026-01-30 10:31:31.587105+00
1224,sports,איך מגבירים סיבולת לפני תחרות?,"סיבולת (קי חסר) מחוזקת עם ST36, REN4, SP6 יום לפני.","[""SP6"",""REN4"",""ST36""]",ST36: קי שרירים | REN4: דאנטיאן | SP6: מזין דם,שןג'ין דא טאנג (参苓大补汤) - מחזק סיבולת,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'ren4':12 'sp6':13 'sports':16 'st36':11 'איך':1 'חסר':8 'יום':14 'לפני':4,15 'מגבירים':2 'מחוזקת':9 'סיבולת':3,6 'עם':10 'קי':7 'תחרות':5","[""חסר מחוזקת"",""לפני"",""מגבירים סיבולת"",""לפני תחרות"",""איך"",""גב"",""מחוזקת"",""סיבולת"",""תחרות"",""מגבירים"",""יום"",""סיבולת לפני"",""איך מגבירים""]",2026-01-30 10:31:31.587105+00
1225,sports,עייפות אחרי אימון אינטנסיבי?,"עייפות (קי ודם חסרים) מטופלת בהזנה: ST36, SP10, REN12.","[""REN12"",""SP10"",""ST36""]",ST36: קי | SP10: דם | REN12: קיבה,סי וו טאנג (四物汤) - מזין דם להתאוששות,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'ren12':13 'sp10':12 'sports':14 'st36':11 'אחרי':2 'אימון':3 'אינטנסיבי':4 'בהזנה':10 'ודם':7 'חסרים':8 'מטופלת':9 'עייפות':1,5 'קי':6","[""עייפות אחרי"",""חסרים"",""ודם חסרים"",""ודם"",""אינטנסיבי"",""חסרים מטופלת"",""מטופלת"",""עייפות"",""אחרי אימון"",""אימון אינטנסיבי"",""אימון"",""אחרי""]",2026-01-30 10:31:31.587105+00
1226,sports,חימום לפני ריצה - נקודות?,"חימום נקודות: ST36, GB34, BL60 לפני ריצה.","[""GB34"",""BL60"",""ST36""]",ST36: רגליים | GB34: גידים | BL60: קרסול,"אין צורך - מניעה, חיזוק גידים",sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'bl60':9 'gb34':8 'sports':12 'st36':7 'חימום':1,5 'לפני':2,10 'נקודות':4,6 'ריצה':3,11","[""ריצה נקודות"",""לפני"",""לפני ריצה"",""חימום לפני"",""חימום נקודות"",""ריצה"",""חימום"",""נקודות""]",2026-01-30 10:31:31.587105+00
1227,sports,התאוששות אחרי מרתון?,"אחרי מרתון (קי ודם חסרים) הזנה: ST36, SP6, BLRen4, moxa.","[""SP6"",""REN4"",""ST36""]",ST36: קי | SP6: דם | REN4 + moxa: דאנטיאן,בה זי טאנג (补气汤) - התאוששות ספורט,sports_recovery_hebrew_75qa.csv,2026-01-22 16:53:26.761637+00,2026-01-30 10:31:31.587105+00,"'blren4':12 'moxa':13 'sp6':11 'sports':14 'st36':10 'אחרי':2,4 'הזנה':9 'התאוששות':1 'ודם':7 'חסרים':8 'מרתון':3,5 'קי':6","[""הזנה"",""חסרים"",""חסרים הזנה"",""מרתון קי"",""התאוששות אחרי"",""אחרי"",""אחרי מרתון"",""התאוששות"",""מרתון""]",2026-01-30 10:31:31.587105+00
1282,state,איך מטפלים בכעס וכאבי צלעות?,"כעס וכאבי צלעות (קי כבד תקוע) מטופל בפיזור קי כבד, הרגעת כבד: LV3, LV14, PC6.","[""LV14"",""PC6"",""LV3""]",LV3: מפזר קי כבד | LV14: כאבי צלעות | PC6: מרגיע לב,שיאו יאו סאן (逍遥散) - מפזר קי כבד ומזין דם,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'lv14':19 'lv3':18 'pc6':20 'state':21 'איך':1 'בכעס':3 'בפיזור':13 'הרגעת':16 'וכאבי':4,7 'כבד':10,15,17 'כעס':6 'מטופל':12 'מטפלים':2 'צלעות':5,8 'קי':9,14 'תקוע':11","[""צלעות קי"",""כבד הרגעת"",""וכאבי"",""הרגעת כבד"",""מטפלים"",""איך"",""בכעס וכאבי"",""כאב"",""איך מטפלים"",""מטפלים בכעס"",""בכעס"",""בפיזור קי"",""וכאבי צלעות"",""צלעות""]",2026-01-30 10:31:31.587105+00
1283,state,מה עושים לחרדה ודופק מהיר?,"חרדה, דופק מהיר (לב קי תקוע/חום לב) מטופל בהרגעת לב, פיזור קי: HT7, PC6, REN14.","[""HT7"",""REN14"",""PC6""]",HT7: מרגיע לב ומחזק שינה | PC6: מרגיע חזה | REN14: מרגיע דופק,גן מאי דאזהו שיאו טאנג (甘麦大枣汤) - מרגיע לב,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'ht7':19 'pc6':20 'ren14':21 'state':22 'בהרגעת':15 'דופק':7 'ודופק':4 'חום':12 'חרדה':6 'לב':9,13,16 'לחרדה':3 'מה':1 'מהיר':5,8 'מטופל':14 'עושים':2 'פיזור':17 'קי':10,18 'תקוע':11","[""מה עושים"",""ודופק מהיר"",""חרדה דופק"",""לחרדה"",""לחרדה ודופק"",""דופק"",""לב פיזור"",""עושים לחרדה"",""חום"",""עושים"",""חרדה"",""מטופל"",""ודופק"",""מהיר""]",2026-01-30 10:31:31.587105+00
1284,state,דיכאון ועייפות - איך מחזקים?,"דיכאון, עייפות (קי חסר/דם חסר) מטופל בחיזוק קי, הזנת דם: ST36, SP6, REN4.","[""SP6"",""REN4"",""ST36""]",ST36: מחזק קי ודם | SP6: מזין דם | REN4: מחזק יסוד,סי ג'ון זי טאנג (四君子汤) - מחזק קי טחול,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'ren4':18 'sp6':17 'st36':16 'state':19 'איך':3 'בחיזוק':12 'דיכאון':1,5 'דם':9,15 'הזנת':14 'ועייפות':2 'חסר':8,10 'מחזקים':4 'מטופל':11 'עייפות':6 'קי':7,13","[""מחזקים"",""בחיזוק קי"",""ועייפות"",""חסר דם"",""דיכאון"",""איך"",""דיכאון עייפות"",""ועייפות איך"",""דיכאון ועייפות"",""עייפות"",""מטופל"",""איך מחזקים""]",2026-01-30 10:31:31.587105+00
1285,state,מה גורם לנדודי שינה?,"נדודי שינה (יין לב חסר/קי לב תקוע) מטופל בהרגעת לב, הזנת יין: HT7, KI3, ANMIAN.","[""HT7"",""KI3""]",HT7: מרגיע שינה | KI3: מזין יין | ANMIAN: נקודת שינה,סואן זאו רן טאנג (酸枣仁汤) - מזין לב יין,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'anmian':20 'ht7':18 'ki3':19 'state':21 'בהרגעת':14 'גורם':2 'הזנת':16 'חסר':9 'יין':7,17 'לב':8,11,15 'לנדודי':3 'מה':1 'מטופל':13 'נדודי':5 'קי':10 'שינה':4,6 'תקוע':12","[""לנדודי"",""גורם"",""לנדודי שינה"",""גורם לנדודי"",""מטופל"",""יין"",""לב חסר"",""שינה"",""קי לב"",""מה גורם"",""חסר""]",2026-01-30 10:31:31.587105+00
1286,state,התעוררות לילה 1-3 בבוקר?,"התעוררות 1-3 (שעת כבד) = כבד קי תקוע/דם חסר. LV3, LV8, SP6.","[""LV8"",""LV3"",""SP6""]",LV3: מפזר קי כבד | LV8: מזין דם כבד | SP6: מזין דם,יי גואן ג'יאנג טאנג (抑肝煎汤) - מרגיע כבד ומזין דם,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'-3':4,8 '1':3,7 'lv3':16 'lv8':17 'sp6':18 'state':19 'בבוקר':5 'דם':14 'התעוררות':1,6 'חסר':15 'כבד':10,11 'לילה':2 'קי':12 'שעת':9 'תקוע':13","[""תקוע"",""עור"",""שעת"",""התעוררות שעת"",""שעת כבד"",""לילה"",""התעוררות לילה"",""בבוקר"",""התעוררות"",""לילה בבוקר""]",2026-01-30 10:31:31.587105+00
1287,state,כאב ראש מתוח - איך מטפלים?,"כאב ראש מתוח (רוח קי תקוע) מטופל בפיזור רוח, הרגעת קי: GB20, Taiyang, GV20.","[""GV20"",""GB20""]",GB20: מפזר רוח ראש | Taiyang: כאבי ראש | GV20: מרגיע ראש,צ'ונג טאי טאנג (崇台汤) - מפזר רוח ראש,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'gb20':17 'gv20':19 'state':20 'taiyang':18 'איך':4 'בפיזור':13 'הרגעת':15 'כאב':1,6 'מטופל':12 'מטפלים':5 'מתוח':3,8 'קי':10,16 'ראש':2,7 'רוח':9,14 'תקוע':11","[""ראש"",""מתוח איך"",""תקוע"",""מטפלים"",""איך"",""בפיזור רוח"",""בפיזור"",""ראש מתוח"",""כאב"",""איך מטפלים"",""מתוח"",""כאב ראש"",""מטופל""]",2026-01-30 10:31:31.587105+00
1288,state,כאבי גב תחתון כרוניים?,"כאבי גב תחתון (כליות חלשות) מטופלים בחיזוק כליות: BL23, BL40, DU4.","[""BL40"",""BL23"",""DU4""]",BL23: מחזק כליות | BL40: כאבי גב | DU4: שער חיוניות,יו ג'י יואן (右归丸) - מחזק כליות יאנג,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'bl23':13 'bl40':14 'du4':15 'state':16 'בחיזוק':11 'גב':2,6 'חלשות':9 'כאבי':1,5 'כליות':8,12 'כרוניים':4 'מטופלים':10 'תחתון':3,7","[""תחתון כרוניים"",""כאבי"",""תחתון"",""גב"",""מטופלים"",""בחיזוק"",""גב תחתון"",""כאב"",""כרוניים"",""כאבי גב""]",2026-01-30 10:31:31.587105+00
1289,state,נפיחות וכאבי בטן - מה עושים?,"נפיחות, כאבי בטן (קי קיבה תקוע) מטופל בפיזור קי, חיזוק טחול: ST36, PC6, REN12.","[""PC6"",""REN12"",""ST36""]",ST36: מחזק קיבה | PC6: פותח חזה | REN12: מחזק קיבה,פינג ווי סאן (平胃散) - מפזר קי קיבה,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'pc6':18 'ren12':19 'st36':17 'state':20 'בטן':3,8 'בפיזור':13 'וכאבי':2 'חיזוק':15 'טחול':16 'כאבי':7 'מה':4 'מטופל':12 'נפיחות':1,6 'עושים':5 'קי':9,14 'קיבה':10 'תקוע':11","[""כאבי בטן"",""וכאבי"",""נפיחות וכאבי"",""מה עושים"",""נפיחות כאבי"",""נפיחות"",""וכאבי בטן"",""בטן מה"",""בטן"",""כאב"",""עושים"",""בפיזור קי"",""מטופל""]",2026-01-30 10:31:31.587105+00
1290,state,שלשול בוקר מוקדם?,"שלשול 5-7 בבוקר (יאנג טחול חלש) מטופל בחימום טחול: ST36, REN6, BL20.","[""REN6"",""ST36"",""BL20""]",ST36: מחזק יאנג טחול | REN6: מחזק קי | BL20: מחזק טחול,שןג'יאנג ג'יאנג (参苓白术散) - מחזק טחול יאנג,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'-7':6 '5':5 'bl20':16 'ren6':15 'st36':14 'state':17 'בבוקר':7 'בוקר':2 'בחימום':12 'חלש':10 'טחול':9,13 'יאנג':8 'מוקדם':3 'מטופל':11 'שלשול':1,4","[""חלש"",""בחימום"",""מוקדם"",""שלשול בוקר"",""בבוקר יאנג"",""טחול"",""בוקר מוקדם"",""יאנג טחול"",""שלשול"",""בוקר""]",2026-01-30 10:31:31.587105+00
1291,state,מחזור לא סדיר - סיבה?,"מחזור לא סדיר (קי כבד תקוע/דם חסר) מטופל בפיזור קי, הזנת דם: LV3, SP6, SP10.","[""SP6"",""LV3"",""SP10""]",LV3: מפזר קי כבד | SP6: מזין דם | SP10: מפעיל דם,טאו הון סי וו טאנג (桃红四物汤) - מפעיל דם ומזין,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'lv3':18 'sp10':20 'sp6':19 'state':21 'בפיזור':14 'דם':11,17 'הזנת':16 'חסר':12 'כבד':9 'לא':2,6 'מחזור':1,5 'מטופל':13 'סדיר':3,7 'סיבה':4 'קי':8,15 'תקוע':10","[""סדיר"",""מחזור לא"",""סדיר סיבה"",""לא סדיר"",""מחזור"",""סיבה"",""בפיזור קי"",""מטופל"",""כבד""]",2026-01-30 10:31:31.587105+00
1292,state,כאבי מחזור חזקים?,"כאבי מחזור (דם סטגנטי/קור ברחם) מטופל בפעילות דם, חימום: SP6, SP10, REN6.","[""SP6"",""SP10"",""REN6""]",SP6: מפעיל דם | SP10: מפזר דם סטגנטי | REN6: מחמם רחם,ונג ג'וי טאנג (温经汤) - מחמם ערוצים ומפעיל דם,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'ren6':16 'sp10':15 'sp6':14 'state':17 'בפעילות':11 'ברחם':9 'דם':6,12 'חזקים':3 'חימום':13 'כאבי':1,4 'מחזור':2,5 'מטופל':10 'סטגנטי':7 'קור':8","[""סטגנטי קור"",""דם חימום"",""קור"",""כאבי"",""ברחם"",""כאבי מחזור"",""מחזור חזקים"",""כאב"",""מחזור"",""חזקים""]",2026-01-30 10:31:31.587105+00
1293,state,איך מחזקים לחורף?,"חורף (מים) - מחזקים כליות: BL23, KI3, DU4 + מוקסה.","[""DU4"",""BL23"",""KI3""]",BL23: כליות | KI3: מים | DU4: מינגמן + מוקסה,ג'ין גוויי רן (金匮肾气丸) - מחזק כליות חורף,state_management_hebrew_75qa.csv,2026-01-22 16:53:26.913578+00,2026-01-30 10:31:31.587105+00,"'bl23':8 'du4':10 'ki3':9 'state':12 'איך':1 'חורף':4 'כליות':7 'לחורף':3 'מוקסה':11 'מחזקים':2,6 'מים':5","[""מחזקים"",""מחזקים לחורף"",""חורף מים"",""איך"",""לחורף"",""מוקסה"",""מים"",""כליות"",""איך מחזקים""]",2026-01-30 10:31:31.587105+00
1422,university,סיליבוס: מהו עיקרון יין-יאנג?,"יין-יאנג (阴阳) כוחות משלימים: יין מקרר/מזין, יאנג מחמם/מפעיל. מאוזנים.",[],תיאוריה בסיסית - ללא נקודות דיקור,אין פרמקופיאה - תיאוריה,university_syllabus_hebrew_100qa.csv,2026-01-22 16:53:27.26147+00,2026-01-30 10:31:31.587105+00,"'university':20 'יאנג':6,9,16 'יין':5,8,13 'יין-יאנג':4,7 'כוחות':11 'מאוזנים':19 'מהו':2 'מזין':15 'מחמם':17 'מפעיל':18 'מקרר':14 'משלימים':12 'סיליבוס':1 'עיקרון':3 '阴阳':10","[""כוחות משלימים"",""סיליבוס מהו"",""מקרר מזין"",""מהו עיקרון"",""יין"",""עיקרון יין"",""יאנג"",""יין מקרר"",""עיקרון"",""מהו"",""יין יאנג"",""יאנג מחמם"",""סיליבוס""]",2026-01-30 10:31:31.587105+00
